GENE	ENTREZ ID
KWMTBOMO04531	101745924
KWMTBOMO04532	732894
KWMTBOMO04533	101738448
KWMTBOMO04534	101738229
KWMTBOMO04535	101738818
KWMTBOMO04536	101738501
KWMTBOMO04537	101738361
KWMTBOMO04538	101738951
KWMTBOMO04539	105842438
KWMTBOMO04540	101739092
KWMTBOMO04541	101739234
KWMTBOMO04542	101739369
KWMTBOMO04543	101739513
KWMTBOMO04544	101739655
KWMTBOMO04545	105842664
KWMTBOMO04546	101740025
KWMTBOMO04547	101739798
KWMTBOMO04548	101740157
KWMTBOMO04551	105841523
KWMTBOMO04552	101740659
KWMTBOMO04553	101740887
KWMTBOMO04554	101746071
KWMTBOMO04555	101746214
KWMTBOMO04556	101741029
KWMTBOMO04557	101744804
KWMTBOMO04558	105841862
KWMTBOMO04559	101746495
KWMTBOMO04560	105841867
KWMTBOMO04561	105841478
KWMTBOMO04562	101745853
KWMTBOMO04563	101741176
KWMTBOMO04564	692814
KWMTBOMO04565	693009
KWMTBOMO04566	101741406
KWMTBOMO04567	101741546
KWMTBOMO04568	100862833
KWMTBOMO04569	101741687
KWMTBOMO04570	101746920
KWMTBOMO04571	101741832
KWMTBOMO04572	105842334
KWMTBOMO04573	101747051
KWMTBOMO04574	101742078
KWMTBOMO04575	100101184
KWMTBOMO04576	101742234
KWMTBOMO04577	101742519
KWMTBOMO04578	101742369
KWMTBOMO04579	101742995
KWMTBOMO04580	101742661
KWMTBOMO04581	692592
KWMTBOMO04582	101747189
KWMTBOMO04583	101743138
KWMTBOMO04584	100101160
KWMTBOMO04585	101735397
KWMTBOMO04586	101735397
KWMTBOMO04587	101743377
KWMTBOMO04588	101735669
KWMTBOMO04589	101735669
KWMTBOMO04590	101743855
KWMTBOMO04591	101743611
KWMTBOMO04592	101744195
KWMTBOMO04593	101744431
KWMTBOMO04594	733049
KWMTBOMO04595	692838
KWMTBOMO04596	101736068
KWMTBOMO04597	101744869
KWMTBOMO04598	101745007
KWMTBOMO04599	101745156
KWMTBOMO04600	101745443
KWMTBOMO04601	105841908
KWMTBOMO04602	101745303
KWMTBOMO04603	101745443
KWMTBOMO04604	101745691
KWMTBOMO04605	100037426
KWMTBOMO04606	101746353
KWMTBOMO04607	101746213
KWMTBOMO04608	101746733
KWMTBOMO04610	101736337
KWMTBOMO04611	100127120
KWMTBOMO04612	101736338
KWMTBOMO04613	101736460
KWMTBOMO04614	101742219
KWMTBOMO04615	101735572
KWMTBOMO04616	101735350
KWMTBOMO04617	101747143
KWMTBOMO04618	101747007
KWMTBOMO04619	100101184
KWMTBOMO04620	101741101
KWMTBOMO04621	101747007
KWMTBOMO04622	101746871
KWMTBOMO04623	101736589
KWMTBOMO04624	101736589
KWMTBOMO04625	101736859
KWMTBOMO04626	101736459
KWMTBOMO04627	101736992
KWMTBOMO04628	101737124
KWMTBOMO04629	105841788
KWMTBOMO04630	101737659
KWMTBOMO04631	101737124
KWMTBOMO04632	101736689
KWMTBOMO04633	101736822
KWMTBOMO04634	101737515
KWMTBOMO04635	101737376
KWMTBOMO04636	101737085
KWMTBOMO04637	101736951
KWMTBOMO04638	105842432
KWMTBOMO04639	105842431
KWMTBOMO04640	101737268
KWMTBOMO04641	100379193
KWMTBOMO04642	100379193
KWMTBOMO04643	100379193
KWMTBOMO04644	100379193
KWMTBOMO04645	105841315
KWMTBOMO04646	101737554
KWMTBOMO04647	101737554
KWMTBOMO04648	101738185
KWMTBOMO04649	101737700
KWMTBOMO04650	778506
KWMTBOMO04652	101738548
KWMTBOMO04653	101737837
KWMTBOMO04654	101738819
KWMTBOMO04655	101737969
KWMTBOMO04656	101737659
KWMTBOMO04657	105841788
KWMTBOMO04658	101739476
KWMTBOMO04659	101739614
KWMTBOMO04660	105842441
KWMTBOMO04661	105842441
KWMTBOMO04663	101739844
KWMTBOMO04664	101739983
KWMTBOMO04666	101738502
KWMTBOMO04667	101740114
KWMTBOMO04668	101740427
KWMTBOMO04669	101740804
KWMTBOMO04670	101740804
KWMTBOMO04671	101740660
KWMTBOMO04672	101738631
KWMTBOMO04673	101740945
KWMTBOMO04674	100101161
KWMTBOMO04675	101739065
KWMTBOMO04676	101741177
KWMTBOMO04677	101741320
KWMTBOMO04678	100862766
KWMTBOMO04679	101741457
KWMTBOMO04680	101741597
KWMTBOMO04681	101738765
KWMTBOMO04682	105842033
KWMTBOMO04683	101739049
KWMTBOMO04684	101741738
KWMTBOMO04685	100101184
KWMTBOMO04686	105841829
KWMTBOMO04687	101744557
KWMTBOMO04688	101745997
KWMTBOMO04689	101745041
KWMTBOMO04690	101745188
KWMTBOMO04691	692486
KWMTBOMO04692	101745337
KWMTBOMO04693	101745672
KWMTBOMO04694	101745821
KWMTBOMO04695	101746524
KWMTBOMO04696	105841788
KWMTBOMO04697	101737659
KWMTBOMO04698	101746524
KWMTBOMO04699	101745961
KWMTBOMO04700	105841823
KWMTBOMO04701	105841823
KWMTBOMO04702	101746663
KWMTBOMO04703	101746106
KWMTBOMO04704	101736889
KWMTBOMO04705	105841788
KWMTBOMO04706	105841867
KWMTBOMO04707	101735746
KWMTBOMO04708	105841759
KWMTBOMO04709	100141443
KWMTBOMO04710	101735878
KWMTBOMO04711	101744003
KWMTBOMO04712	101736005
KWMTBOMO04713	101736140
KWMTBOMO04714	101736731
KWMTBOMO04715	101736140
KWMTBOMO04716	105841478
KWMTBOMO04717	101737156
KWMTBOMO04718	101737156
KWMTBOMO04719	101737156
KWMTBOMO04720	101736360
KWMTBOMO04721	101736479
KWMTBOMO04722	101736618
KWMTBOMO04723	101736618
KWMTBOMO04724	101737443
KWMTBOMO04725	101737584
KWMTBOMO04726	101737659
KWMTBOMO04727	101740474
KWMTBOMO04728	101746889
KWMTBOMO04729	105843017
KWMTBOMO04730	101741854
KWMTBOMO04731	101747022
KWMTBOMO04732	101742005
KWMTBOMO04733	101742146
KWMTBOMO04734	101742292
KWMTBOMO04735	101738666
KWMTBOMO04736	101737659
KWMTBOMO04737	100500761
KWMTBOMO04738	101737659
KWMTBOMO04739	105841788
KWMTBOMO04740	101735495
KWMTBOMO04741	101735731
KWMTBOMO04742	692703
KWMTBOMO04743	101742583
KWMTBOMO04744	101735864
KWMTBOMO04745	101736129
KWMTBOMO04746	101735994
KWMTBOMO04747	105842995
KWMTBOMO04748	100101184
KWMTBOMO04749	101744003
KWMTBOMO04750	101736354
KWMTBOMO04751	101736474
KWMTBOMO04752	101736611
KWMTBOMO04753	101742722
KWMTBOMO04754	101747137
KWMTBOMO04755	101742722
KWMTBOMO04756	100884167
KWMTBOMO04757	101736752
KWMTBOMO04758	101736962
KWMTBOMO04759	101742874
KWMTBOMO04760	101742874
KWMTBOMO04761	100033384
KWMTBOMO04762	101737096
KWMTBOMO04763	101737241
KWMTBOMO04764	692585
KWMTBOMO04765	105843021
KWMTBOMO04766	692585
KWMTBOMO04767	101737387
KWMTBOMO04768	101737531
KWMTBOMO04769	100146101
KWMTBOMO04770	101743016
KWMTBOMO04771	101743162
KWMTBOMO04772	101737659
KWMTBOMO04773	105841899
KWMTBOMO04774	101743443
KWMTBOMO04775	101737901
KWMTBOMO04776	100301502
KWMTBOMO04777	101737901
KWMTBOMO04778	101743581
KWMTBOMO04780	105841478
KWMTBOMO04781	101738115
KWMTBOMO04782	101743721
KWMTBOMO04783	733017
KWMTBOMO04784	101743873
KWMTBOMO04785	101735923
KWMTBOMO04786	101740235
KWMTBOMO04787	778459
KWMTBOMO04788	101738331
KWMTBOMO04789	692953
KWMTBOMO04790	101738695
KWMTBOMO04791	101738470
KWMTBOMO04792	692986
KWMTBOMO04793	101741101
KWMTBOMO04794	101744021
KWMTBOMO04795	101744165
KWMTBOMO04796	105843018
KWMTBOMO04797	101736731
KWMTBOMO04799	101743231
KWMTBOMO04800	105841774
KWMTBOMO04801	692523
KWMTBOMO04802	101739012
KWMTBOMO04803	101744451
KWMTBOMO04804	101739159
KWMTBOMO04805	105841419
KWMTBOMO04806	101739389
KWMTBOMO04807	101739530
KWMTBOMO04808	101739673
KWMTBOMO04809	101739813
KWMTBOMO04810	101739950
KWMTBOMO04811	101740265
KWMTBOMO04812	101740489
KWMTBOMO04813	101740630
KWMTBOMO04814	101744029
KWMTBOMO04815	105841244
KWMTBOMO04816	101744741
KWMTBOMO04817	101744741
KWMTBOMO04818	101740960
KWMTBOMO04819	101742196
KWMTBOMO04820	101745026
KWMTBOMO04821	733105
KWMTBOMO04822	101741100
KWMTBOMO04823	101745176
KWMTBOMO04824	101741239
KWMTBOMO04825	101745320
KWMTBOMO04826	101741377
KWMTBOMO04827	101745460
KWMTBOMO04828	105841502
KWMTBOMO04829	101741618
KWMTBOMO04830	101745602
KWMTBOMO04831	105842410
KWMTBOMO04832	101745752
KWMTBOMO04833	105841788
KWMTBOMO04834	100187553
KWMTBOMO04835	100145914
KWMTBOMO04836	105841662
KWMTBOMO04837	101737183
KWMTBOMO04838	692372
KWMTBOMO04839	101745364
KWMTBOMO04840	100187572
KWMTBOMO04841	101745512
KWMTBOMO04842	101745512
KWMTBOMO04843	101745997
KWMTBOMO04844	100101184
KWMTBOMO04845	101747137
KWMTBOMO04846	101740708
KWMTBOMO04847	101745653
KWMTBOMO04848	101737659
KWMTBOMO04849	105841892
KWMTBOMO04850	101745801
KWMTBOMO04852	101745943
KWMTBOMO04853	101745943
KWMTBOMO04854	101746089
KWMTBOMO04857	101742377
KWMTBOMO04858	101742527
KWMTBOMO04859	101742671
KWMTBOMO04860	105841788
KWMTBOMO04861	101737659
KWMTBOMO04862	101746502
KWMTBOMO04863	105841899
KWMTBOMO04864	101742965
KWMTBOMO04865	101746371
KWMTBOMO04866	101746511
KWMTBOMO04867	101746886
KWMTBOMO04868	101747019
KWMTBOMO04869	101743526
KWMTBOMO04870	101735542
KWMTBOMO04871	101735409
KWMTBOMO04872	101741101
KWMTBOMO04873	101735409
KWMTBOMO04874	105841788
KWMTBOMO04875	101735683
KWMTBOMO04876	101737659
KWMTBOMO04877	101738943
KWMTBOMO04878	101735824
KWMTBOMO04879	101736352
KWMTBOMO04880	101735956
KWMTBOMO04881	101743812
KWMTBOMO04882	101736472
KWMTBOMO04883	101736610
KWMTBOMO04884	101742516
KWMTBOMO04885	101744108
KWMTBOMO04886	100127057
KWMTBOMO04887	692563
KWMTBOMO04888	692563
KWMTBOMO04889	692563
KWMTBOMO04890	100127099
KWMTBOMO04891	101744250
KWMTBOMO04892	101744250
KWMTBOMO04893	101736750
KWMTBOMO04894	101736877
KWMTBOMO04895	101737010
KWMTBOMO04896	105841788
KWMTBOMO04897	101737659
KWMTBOMO04898	101737010
KWMTBOMO04899	101737010
KWMTBOMO04900	692370
KWMTBOMO04901	101737141
KWMTBOMO04902	105841774
KWMTBOMO04903	101737284
KWMTBOMO04904	101737426
KWMTBOMO04905	101745997
KWMTBOMO04906	101737565
KWMTBOMO04907	101744541
KWMTBOMO04908	101744688
KWMTBOMO04909	101744825
KWMTBOMO04910	101744971
KWMTBOMO04911	101737710
KWMTBOMO04912	101739834
KWMTBOMO04913	101738069
KWMTBOMO04914	732987
KWMTBOMO04915	101738430
KWMTBOMO04916	101738430
KWMTBOMO04917	101738292
KWMTBOMO04918	101738783
KWMTBOMO04920	101738783
KWMTBOMO04921	105841899
KWMTBOMO04922	101745120
KWMTBOMO04923	101740474
KWMTBOMO04924	101739491
KWMTBOMO04925	101737659
KWMTBOMO04926	105842521
KWMTBOMO04927	101739491
KWMTBOMO04928	105841908
KWMTBOMO04929	100101184
KWMTBOMO04930	101744763
KWMTBOMO04931	105842574
KWMTBOMO04932	105841862
KWMTBOMO04933	101739671
KWMTBOMO04934	101739908
KWMTBOMO04935	101740042
KWMTBOMO04936	101740261
KWMTBOMO04937	101740393
KWMTBOMO04938	101741101
KWMTBOMO04939	101740530
KWMTBOMO04941	101740670
KWMTBOMO04942	101740670
KWMTBOMO04943	101740670
KWMTBOMO04944	101745274
KWMTBOMO04945	101742436
KWMTBOMO04946	105841711
KWMTBOMO04947	101740813
KWMTBOMO04949	105842942
KWMTBOMO04950	101736731
KWMTBOMO04951	105842942
KWMTBOMO04952	105842942
KWMTBOMO04953	105842334
KWMTBOMO04954	101740957
KWMTBOMO04955	101738214
KWMTBOMO04956	101741096
KWMTBOMO04957	101746133
KWMTBOMO04958	101746412
KWMTBOMO04959	101746412
KWMTBOMO04960	101745997
KWMTBOMO04961	101746412
KWMTBOMO04962	101747137
KWMTBOMO04964	101746551
KWMTBOMO04965	101746693
KWMTBOMO04966	101741235
KWMTBOMO04967	732851
KWMTBOMO04968	100862825
KWMTBOMO04969	101741374
KWMTBOMO04970	101741513
KWMTBOMO04971	101741793
KWMTBOMO04972	101741654
KWMTBOMO04973	101737888
KWMTBOMO04974	101737888
KWMTBOMO04975	101737752
KWMTBOMO04976	733076
KWMTBOMO04977	101737610
KWMTBOMO04978	101741940
KWMTBOMO04979	101747137
KWMTBOMO04980	101737016
KWMTBOMO04981	101737183
KWMTBOMO04982	101747205
KWMTBOMO04983	105841899
KWMTBOMO04984	105841564
KWMTBOMO04985	101735416
KWMTBOMO04986	101735416
KWMTBOMO04987	101735549
KWMTBOMO04988	105841478
KWMTBOMO04989	105842707
KWMTBOMO04990	101735869
KWMTBOMO04991	692845
KWMTBOMO04992	692845
KWMTBOMO04993	101735997
KWMTBOMO04994	101736133
KWMTBOMO04995	100529235
KWMTBOMO04996	101736265
KWMTBOMO04997	101736398
KWMTBOMO04998	105841899
KWMTBOMO04999	105841788
KWMTBOMO05000	101736398
KWMTBOMO05001	101737183
KWMTBOMO05003	101744003
KWMTBOMO05004	101737439
KWMTBOMO05005	105841789
KWMTBOMO05006	101737722
KWMTBOMO05007	101736758
KWMTBOMO05008	101742471
KWMTBOMO05009	105841853
KWMTBOMO05010	101736884
KWMTBOMO05011	101737991
KWMTBOMO05012	101737991
KWMTBOMO05013	101737991
KWMTBOMO05014	105841489
KWMTBOMO05015	100174974
KWMTBOMO05016	101743971
KWMTBOMO05017	101735782
KWMTBOMO05018	101735640
KWMTBOMO05019	101743589
KWMTBOMO05020	105842529
KWMTBOMO05021	101735502
KWMTBOMO05022	101735372
KWMTBOMO05023	105841489
KWMTBOMO05024	101735502
KWMTBOMO05025	101735502
KWMTBOMO05026	101735502
KWMTBOMO05027	105842538
KWMTBOMO05028	101742972
KWMTBOMO05029	101742827
KWMTBOMO05030	101737952
KWMTBOMO05031	101742680
KWMTBOMO05032	732924
KWMTBOMO05033	101742536
KWMTBOMO05034	101742009
KWMTBOMO05035	101742151
KWMTBOMO05036	100302622
KWMTBOMO05037	101741622
KWMTBOMO05038	101741481
KWMTBOMO05040	101741000
KWMTBOMO05041	101740676
KWMTBOMO05042	101745997
KWMTBOMO05043	101744734
KWMTBOMO05044	693094
KWMTBOMO05045	101745897
KWMTBOMO05046	101745757
KWMTBOMO05047	101737469
KWMTBOMO05048	778516
KWMTBOMO05049	101740540
KWMTBOMO05050	101745609
KWMTBOMO05051	101743437
KWMTBOMO05052	100126154
KWMTBOMO05053	101745467
KWMTBOMO05054	101740404
KWMTBOMO05055	692517
KWMTBOMO05056	692990
KWMTBOMO05057	101740273
KWMTBOMO05058	101745326
KWMTBOMO05060	101740051
KWMTBOMO05061	101745032
KWMTBOMO05062	105841502
KWMTBOMO05063	101745414
KWMTBOMO05064	101739216
KWMTBOMO05065	101739355
KWMTBOMO05066	101739586
KWMTBOMO05068	692701
KWMTBOMO05069	732989
KWMTBOMO05070	101739071
KWMTBOMO05071	101738666
KWMTBOMO05072	105841605
KWMTBOMO05073	101744890
KWMTBOMO05074	101744747
KWMTBOMO05075	732989
KWMTBOMO05076	101738796
KWMTBOMO05077	101738474
KWMTBOMO05078	692977
KWMTBOMO05079	101744458
KWMTBOMO05080	101746572
KWMTBOMO05081	692672
KWMTBOMO05083	101746196
KWMTBOMO05084	692776
KWMTBOMO05085	101737183
KWMTBOMO05086	101738295
KWMTBOMO05088	101746282
KWMTBOMO05089	733073
KWMTBOMO05090	101746137
KWMTBOMO05091	101746137
KWMTBOMO05092	733097
KWMTBOMO05093	105841892
KWMTBOMO05094	101737659
KWMTBOMO05095	100187555
KWMTBOMO05096	105841316
KWMTBOMO05097	101738161
KWMTBOMO05098	101738161
KWMTBOMO05099	101738035
KWMTBOMO05100	100127126
KWMTBOMO05101	101745995
KWMTBOMO05102	101737902
KWMTBOMO05103	100101184
KWMTBOMO05104	778491
KWMTBOMO05105	101745858
KWMTBOMO05106	101737480
KWMTBOMO05107	101737480
KWMTBOMO05108	101745603
KWMTBOMO05109	733074
KWMTBOMO05110	733104
KWMTBOMO05111	101745370
KWMTBOMO05112	101744642
KWMTBOMO05113	101744785
KWMTBOMO05114	101737337
KWMTBOMO05115	101744309
KWMTBOMO05116	105841788
KWMTBOMO05117	101737659
KWMTBOMO05118	105841489
KWMTBOMO05119	105841788
KWMTBOMO05120	101737659
KWMTBOMO05121	105841788
KWMTBOMO05122	101736731
KWMTBOMO05123	101736921
KWMTBOMO05124	101737242
KWMTBOMO05125	100134930
KWMTBOMO05126	101744166
KWMTBOMO05127	101736517
KWMTBOMO05128	105841478
KWMTBOMO05129	101737659
KWMTBOMO05132	100307004
KWMTBOMO05133	105841307
KWMTBOMO05134	105841257
KWMTBOMO05135	101736262
KWMTBOMO05136	101743671
KWMTBOMO05137	100302091
KWMTBOMO05138	101743820
KWMTBOMO05139	101743389
KWMTBOMO05140	101743532
KWMTBOMO05141	101743153
KWMTBOMO05143	101736130
KWMTBOMO05144	101737659
KWMTBOMO05145	101736731
KWMTBOMO05146	105841306
KWMTBOMO05148	101736080
KWMTBOMO05149	101743067
KWMTBOMO05150	101742823
KWMTBOMO05151	101747137
KWMTBOMO05152	101742384
KWMTBOMO05153	101742246
KWMTBOMO05154	101741905
KWMTBOMO05155	101741759
KWMTBOMO05156	100169722
KWMTBOMO05157	105842112
KWMTBOMO05158	100169722
KWMTBOMO05159	105842112
KWMTBOMO05160	101735865
KWMTBOMO05161	101735593
KWMTBOMO05162	692442
KWMTBOMO05163	101741517
KWMTBOMO05164	105841892
KWMTBOMO05165	101741286
KWMTBOMO05166	101741143
KWMTBOMO05167	101735316
KWMTBOMO05168	105841315
KWMTBOMO05170	101747111
KWMTBOMO05171	100101184
KWMTBOMO05172	101746698
KWMTBOMO05173	105842995
KWMTBOMO05174	105842334
KWMTBOMO05175	101746837
KWMTBOMO05176	101740491
KWMTBOMO05177	101740491
KWMTBOMO05178	692964
KWMTBOMO05179	101740358
KWMTBOMO05180	105841502
KWMTBOMO05181	101746556
KWMTBOMO05182	101740224
KWMTBOMO05183	101738455
KWMTBOMO05184	101743654
KWMTBOMO05185	101738586
KWMTBOMO05186	101743798
KWMTBOMO05187	101738811
KWMTBOMO05188	105841478
KWMTBOMO05189	101739046
KWMTBOMO05190	101739192
KWMTBOMO05191	101739981
KWMTBOMO05192	101739556
KWMTBOMO05193	101740204
KWMTBOMO05194	101740336
KWMTBOMO05195	101740468
KWMTBOMO05196	101740694
KWMTBOMO05197	101739096
KWMTBOMO05198	100174933
KWMTBOMO05199	101740835
KWMTBOMO05200	100174930
KWMTBOMO05201	101744381
KWMTBOMO05202	101741593
KWMTBOMO05203	101741451
KWMTBOMO05204	101741225
KWMTBOMO05205	101741082
KWMTBOMO05206	100124425
KWMTBOMO05207	100124425
KWMTBOMO05208	101744524
KWMTBOMO05209	101744670
KWMTBOMO05210	101744812
KWMTBOMO05211	101744958
KWMTBOMO05212	101745397
KWMTBOMO05213	101742516
KWMTBOMO05214	101745539
KWMTBOMO05215	101742750
KWMTBOMO05216	101742903
KWMTBOMO05217	101745687
KWMTBOMO05218	101745687
KWMTBOMO05219	100379316
KWMTBOMO05220	100379316
KWMTBOMO05221	101743237
KWMTBOMO05222	692529
KWMTBOMO05223	101737659
KWMTBOMO05224	105841788
KWMTBOMO05225	692529
KWMTBOMO05226	101745836
KWMTBOMO05227	101743373
KWMTBOMO05228	692737
KWMTBOMO05229	733082
KWMTBOMO05230	101745975
KWMTBOMO05231	101746119
KWMTBOMO05232	101743516
KWMTBOMO05233	101743653
KWMTBOMO05234	101743797
KWMTBOMO05235	101744043
KWMTBOMO05236	101744189
KWMTBOMO05237	101744043
KWMTBOMO05240	101744335
KWMTBOMO05241	105841478
KWMTBOMO05242	101744477
KWMTBOMO05243	101744477
KWMTBOMO05244	101746262
KWMTBOMO05245	100101184
KWMTBOMO05246	105842911
KWMTBOMO05247	101746262
KWMTBOMO05248	101744622
KWMTBOMO05249	105842323
KWMTBOMO05250	101744907
KWMTBOMO05251	101745150
KWMTBOMO05252	101745630
KWMTBOMO05253	101745396
KWMTBOMO05254	101745778
KWMTBOMO05255	101746401
KWMTBOMO05256	101746157
KWMTBOMO05257	101745922
KWMTBOMO05258	101746307
KWMTBOMO05259	101746538
KWMTBOMO05260	101746674
KWMTBOMO05261	101746444
KWMTBOMO05262	101746813
KWMTBOMO05263	101746728
KWMTBOMO05264	101745997
KWMTBOMO05265	101746728
KWMTBOMO05266	693087
KWMTBOMO05267	105841937
KWMTBOMO05268	101747087
KWMTBOMO05269	101747003
KWMTBOMO05270	101747138
KWMTBOMO05271	101735345
KWMTBOMO05272	101735843
KWMTBOMO05273	101735484
KWMTBOMO05274	101735619
KWMTBOMO05275	101741134
KWMTBOMO05276	101735759
KWMTBOMO05277	101736107
KWMTBOMO05278	101736107
KWMTBOMO05279	101736107
KWMTBOMO05280	692654
KWMTBOMO05281	101735890
KWMTBOMO05282	101736372
KWMTBOMO05283	101736372
KWMTBOMO05284	101736201
KWMTBOMO05285	105841478
KWMTBOMO05286	101736333
KWMTBOMO05287	101736454
KWMTBOMO05288	105841773
KWMTBOMO05289	105841788
KWMTBOMO05290	101737659
KWMTBOMO05291	105841788
KWMTBOMO05292	101745997
KWMTBOMO05293	100174935
KWMTBOMO05294	105842971
KWMTBOMO05295	101736682
KWMTBOMO05296	101737651
KWMTBOMO05297	101737651
KWMTBOMO05298	105841478
KWMTBOMO05299	101737879
KWMTBOMO05300	101738272
KWMTBOMO05301	101738409
KWMTBOMO05302	100136938
KWMTBOMO05303	101738673
KWMTBOMO05304	101738812
KWMTBOMO05305	101738812
KWMTBOMO05307	105841788
KWMTBOMO05308	101738945
KWMTBOMO05309	101738945
KWMTBOMO05310	101739086
KWMTBOMO05311	105842995
KWMTBOMO05313	101736774
KWMTBOMO05314	101747137
KWMTBOMO05315	105842325
KWMTBOMO05316	105841446
KWMTBOMO05317	101741701
KWMTBOMO05318	101739230
KWMTBOMO05319	101736902
KWMTBOMO05320	733039
KWMTBOMO05321	101739472
KWMTBOMO05322	100329145
KWMTBOMO05323	105842327
KWMTBOMO05324	101737031
KWMTBOMO05325	101739610
KWMTBOMO05326	105842328
KWMTBOMO05327	101737166
KWMTBOMO05328	101736106
KWMTBOMO05329	105843000
KWMTBOMO05330	101737315
KWMTBOMO05331	101737456
KWMTBOMO05332	101737183
KWMTBOMO05333	105841774
KWMTBOMO05334	101745010
KWMTBOMO05335	105841773
KWMTBOMO05336	100101184
KWMTBOMO05337	105841315
KWMTBOMO05338	692400
KWMTBOMO05339	101739932
KWMTBOMO05340	101737600
KWMTBOMO05341	100379511
KWMTBOMO05342	692498
KWMTBOMO05343	100101184
KWMTBOMO05344	100379510
KWMTBOMO05345	101737600
KWMTBOMO05346	101740249
KWMTBOMO05348	692423
KWMTBOMO05350	101737880
KWMTBOMO05351	101740469
KWMTBOMO05352	105842345
KWMTBOMO05353	105841788
KWMTBOMO05354	105842345
KWMTBOMO05355	692436
KWMTBOMO05356	101738013
KWMTBOMO05357	101738141
KWMTBOMO05358	105842376
KWMTBOMO05359	101740744
KWMTBOMO05360	101740885
KWMTBOMO05361	101738273
KWMTBOMO05362	692429
KWMTBOMO05363	101738410
KWMTBOMO05364	101741026
KWMTBOMO05365	101747137
KWMTBOMO05366	101738544
KWMTBOMO05367	105841501
KWMTBOMO05368	778490
KWMTBOMO05369	100127035
KWMTBOMO05370	101741452
KWMTBOMO05371	101741594
KWMTBOMO05372	101741734
KWMTBOMO05373	101742657
KWMTBOMO05374	101742657
KWMTBOMO05375	105842335
KWMTBOMO05376	692371
KWMTBOMO05377	100379461
KWMTBOMO05378	101738674
KWMTBOMO05379	101744263
KWMTBOMO05380	101735599
KWMTBOMO05381	101741149
KWMTBOMO05382	100101184
KWMTBOMO05383	101742904
KWMTBOMO05384	101739087
KWMTBOMO05385	101743135
KWMTBOMO05386	101743278
KWMTBOMO05387	101739367
KWMTBOMO05388	101736805
KWMTBOMO05389	101738890
KWMTBOMO05390	100126152
KWMTBOMO05391	101745345
KWMTBOMO05392	101745491
KWMTBOMO05393	101736816
KWMTBOMO05394	101736678
KWMTBOMO05395	101735816
KWMTBOMO05396	105841788
KWMTBOMO05397	101736731
KWMTBOMO05398	100187557
KWMTBOMO05399	101746065
KWMTBOMO05400	105842214
KWMTBOMO05401	101736944
KWMTBOMO05402	101737076
KWMTBOMO05403	101745853
KWMTBOMO05404	101746208
KWMTBOMO05405	101737659
KWMTBOMO05406	105841788
KWMTBOMO05407	101737217
KWMTBOMO05408	100379509
KWMTBOMO05409	101737659
KWMTBOMO05410	101737453
KWMTBOMO05411	101737596
KWMTBOMO05412	101737830
KWMTBOMO05413	101741528
KWMTBOMO05414	105841773
KWMTBOMO05415	733036
KWMTBOMO05416	101738268
KWMTBOMO05417	101746636
KWMTBOMO05418	101746776
KWMTBOMO05419	105841774
KWMTBOMO05420	101738405
KWMTBOMO05421	101746917
KWMTBOMO05422	101738540
KWMTBOMO05423	101747048
KWMTBOMO05424	101747048
KWMTBOMO05425	101747048
KWMTBOMO05426	101738671
KWMTBOMO05427	101747187
KWMTBOMO05428	101747187
KWMTBOMO05429	101738809
KWMTBOMO05430	101735394
KWMTBOMO05431	101739042
KWMTBOMO05432	101742715
KWMTBOMO05433	105841817
KWMTBOMO05434	101745997
KWMTBOMO05435	101735662
KWMTBOMO05436	101735808
KWMTBOMO05437	101739420
KWMTBOMO05438	101735378
KWMTBOMO05439	101742591
KWMTBOMO05440	692743
KWMTBOMO05441	692743
KWMTBOMO05442	692743
KWMTBOMO05444	692743
KWMTBOMO05445	101739750
KWMTBOMO05446	101739887
KWMTBOMO05447	101740019
KWMTBOMO05449	101740245
KWMTBOMO05450	101740379
KWMTBOMO05451	101740511
KWMTBOMO05452	101736062
KWMTBOMO05453	101736199
KWMTBOMO05454	100101184
KWMTBOMO05455	101741022
KWMTBOMO05456	100529237
KWMTBOMO05457	100101184
KWMTBOMO05458	101745997
KWMTBOMO05459	105841908
KWMTBOMO05460	101736583
KWMTBOMO05461	101736583
KWMTBOMO05462	101741588
KWMTBOMO05463	101741446
KWMTBOMO05464	101741313
KWMTBOMO05465	101741169
KWMTBOMO05468	105842033
KWMTBOMO05469	101741879
KWMTBOMO05470	101742170
KWMTBOMO05471	101742311
KWMTBOMO05472	101736727
KWMTBOMO05473	101736856
KWMTBOMO05474	101736989
KWMTBOMO05475	101742464
KWMTBOMO05476	733112
KWMTBOMO05478	101742849
KWMTBOMO05479	101742990
KWMTBOMO05480	101743132
KWMTBOMO05481	101743276
KWMTBOMO05482	692902
KWMTBOMO05483	101743417
KWMTBOMO05484	100862775
KWMTBOMO05485	101739096
KWMTBOMO05486	105841502
KWMTBOMO05487	101737659
KWMTBOMO05488	101737121
KWMTBOMO05489	105841662
KWMTBOMO05490	778503
KWMTBOMO05491	101743745
KWMTBOMO05492	101743745
KWMTBOMO05493	101743745
KWMTBOMO05494	101743745
KWMTBOMO05495	101743745
KWMTBOMO05496	101737265
KWMTBOMO05497	101737408
KWMTBOMO05498	692630
KWMTBOMO05499	101737550
KWMTBOMO05500	100101184
KWMTBOMO05501	101737550
KWMTBOMO05502	101737183
KWMTBOMO05503	101743894
KWMTBOMO05504	101737694
